id,email,first_name,last_name,country,city,industry,number_of_employees,annual_revenue,job_title,seniority,deal_stage,deal_type,pipeline,amount,close_date,inbound_source,deal_source_of_the_deal,lifecycle_stage,lead_status,has_meeting,meeting_count,days_to_demo
340,valeria.gomez30@outlook.com,Valeria,Gómez,Perú,Chiclayo,Construcción,166,13248486,COO,C-Level / VP,pilot,New Business,Inbound,14272,2024-06-12,Referral,referral_organic,opportunity,open deal,true,4,8
341,luis.fernandez5@outlook.com,Luis,Fernández,Chile,Santiago,Alimentación,7867,130055462,CHRO,C-Level / VP,pilot,New Business,Outbound,106124,2026-11-04,Referral,referral_organic,opportunity,open deal,true,3,2
342,ricardo.vargas47@tecnologiagroup.com.ar,Ricardo,Vargas,Brasil,Belo Horizonte,Tecnología,168,4061490,Employee Experience Manager,Manager,final negotiation,New Business,Partnerships,11970,2024-08-19,Instagram,instagram_paid_reels,opportunity,open deal,true,8,12
343,ricardo.alvarez71@finanzastech.com,Ricardo,Álvarez,Colombia,Cali,Finanzas,214,12735523,Benefits Coordinator,IC,lost,New Business,Outbound,6140,2025-04-14,Event,event_webinar,lead,unqualified,true,1,23
344,elena.hernandez33@finanzastech.com.ar,Elena,Hernández,México,Puebla,Finanzas,37,1576635,Operations Manager,Manager,discovery,New Business,Outbound,,,Facebook,facebook_paid_prospecting,marketing qualified lead,open,true,2,38
345,jimena.cruz49@outlook.com,Jimena,Cruz,Colombia,Cali,Telecomunicaciones,132,6843395,Recruiter,IC,demo,New Business,Outbound,4981,,Facebook,facebook_paid_prospecting,sales qualified lead,open deal,false,0,
346,gustavo.fernandez37@finanzasgroup.com.ar,Gustavo,Fernández,Argentina,Tucumán,Finanzas,9764,275729764,HR Consultant,Technical,won,Upsell,Outbound,36654,2024-10-16,Facebook,facebook_paid_prospecting,customer,open deal,true,6,5
347,maria.mendoza83@logisticatech.cl,María,Mendoza,México,Monterrey,Logística,15,2035794,HR Consultant,Technical,prequalified,New Business,Partnerships,,,LinkedIn,linkedin_paid_awareness,marketing qualified lead,open,false,0,
348,andres.gomez63@outlook.com,Andrés,Gómez,Brasil,Curitiba,Salud,34,3765607,People Operations Manager,Manager,approaching,New Business,Partnerships,,,Instagram,instagram_paid_reels,lead,new,false,0,
349,lucia.ruiz12@outlook.com,Lucía,Ruiz,Brasil,São Paulo,Retail,184,6698762,HRIS Specialist,Technical,approaching,New Business,Outbound,,,Facebook,facebook_paid_retargeting,lead,open,false,0,
350,isabella.morales26@outlook.com,Isabella,Morales,España,Bilbao,Manufactura,145,2952952,HR Director,Manager,lost,New Business,Outbound,11595,2024-10-15,Event,event_webinar,lead,bad timing,true,7,36
351,valeria.diaz35@outlook.com,Valeria,Díaz,Chile,La Serena,Construcción,3406,354853400,HR Consultant,Technical,lost,New Business,Enterprise,20160,2026-01-21,LinkedIn,linkedin_paid_conversion,lead,bad timing,true,7,19
352,carlos.munoz32@outlook.com,Carlos,Muñoz,Colombia,Barranquilla,Manufactura,146,8201028,CFO,C-Level / VP,discovery,New Business,Partnerships,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,in progress,false,0,
353,carolina.herrera37@manufacturainc.com,Carolina,Herrera,Perú,Lima,Manufactura,195,17072220,Benefits Coordinator,IC,prequalified,New Business,Outbound,,,Facebook,facebook_paid_prospecting,marketing qualified lead,open,true,3,31
354,natalia.martinez11@finanzassrl.com,Natalia,Martínez,Argentina,Córdoba,Finanzas,254,74583866,Employee Experience Manager,Manager,won,New Business,Partnerships,7975,2025-06-28,Organic,organic_seo,customer,open deal,true,2,13
355,carlos.hernandez45@finanzascorp.com,Carlos,Hernández,Chile,Concepción,Finanzas,10,2330345,CEO,C-Level / VP,pilot,New Business,Partnerships,19643,2024-07-17,LinkedIn,linkedin_paid_retargeting,opportunity,open deal,true,1,16
356,matias.rodriguez23@gmail.com,Matías,Rodríguez,México,Guadalajara,Construcción,455,65916712,Recruiter,IC,lost,New Business,Partnerships,13303,2024-12-27,Event,event_conference,lead,bad timing,true,8,14
357,roberto.alvarez20@manufacturainc.mx,Roberto,Álvarez,Colombia,Bogotá,Manufactura,165,17857482,People Operations Manager,Manager,prequalified,New Business,Outbound,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,in progress,false,0,
358,diego.gutierrez38@retailinc.com.ar,Diego,Gutiérrez,Colombia,Barranquilla,Retail,6717,245722309,Founder & CEO,C-Level / VP,champion engaged,New Business,Outbound,26603,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
359,luis.gonzalez26@construccionsa.mx,Luis,González,España,Sevilla,Construcción,559,130109379,Workforce Manager,Manager,decision maker engaged,New Business,Enterprise,8987,2025-06-06,Organic,organic_seo,sales qualified lead,open deal,true,7,11
360,patricia.medina61@manufacturatech.cl,Patricia,Medina,Perú,Chiclayo,Manufactura,40,4564651,Benefits Coordinator,IC,prequalified,New Business,Partnerships,,,Organic,organic_seo,marketing qualified lead,in progress,false,0,
361,florencia.ruiz35@outlook.com,Florencia,Ruiz,Perú,Lima,Construcción,837,60976226,VP of Human Resources,C-Level / VP,champion engaged,New Business,Outbound,94469,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,2,38
362,diego.garcia98@alimentacioninc.cl,Diego,García,México,Guadalajara,Alimentación,861,193289964,HR Generalist,IC,prequalified,New Business,Enterprise,,,Instagram,instagram_paid_stories,marketing qualified lead,in progress,false,0,
363,florencia.ramirez8@alimentacionsa.co,Florencia,Ramírez,Argentina,Rosario,Alimentación,8851,993683694,HR Analyst,IC,prequalified,New Business,Enterprise,,,Facebook,facebook_paid_prospecting,marketing qualified lead,open,false,0,
364,patricia.cabrera71@manufacturagroup.com,Patricia,Cabrera,México,Tijuana,Manufactura,464,37618748,HR Business Partner,Manager,pilot,New Business,Outbound,7171,2025-08-29,Google,google_paid_search,opportunity,open deal,true,6,40
365,lucia.martinez59@logisticagroup.com,Lucía,Martínez,Chile,Concepción,Logística,8237,839113678,HR Generalist,IC,champion engaged,New Business,Outbound,27050,,Facebook,facebook_paid_retargeting,sales qualified lead,open deal,false,0,
366,ricardo.lopez15@construccionsrl.com.ar,Ricardo,López,Brasil,Porto Alegre,Construcción,134,2069490,Co-Founder,C-Level / VP,pilot,New Business,Partnerships,19856,2025-05-09,LinkedIn,linkedin_paid_retargeting,opportunity,open deal,true,1,4
367,rafael.torres39@finanzasgroup.co,Rafael,Torres,Argentina,Córdoba,Finanzas,708,170772971,HR Technology Consultant,Technical,decision maker engaged,New Business,Enterprise,16373,2025-10-05,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,false,0,
368,gabriela.torres49@finanzassolutions.mx,Gabriela,Torres,Brasil,Porto Alegre,Finanzas,78,14896306,Compensation & Benefits Manager,Manager,prequalified,New Business,Partnerships,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,open,false,0,
369,roberto.ortiz83@manufacturasa.mx,Roberto,Ortiz,Chile,Valparaíso,Manufactura,323,57780252,HR Assistant,IC,final negotiation,New Business,Outbound,6940,2025-02-12,Facebook,facebook_paid_prospecting,opportunity,open deal,true,4,27
370,miguel.gutierrez12@tecnologiatech.mx,Miguel,Gutiérrez,España,Valencia,Tecnología,356,53213075,HR Assistant,IC,final negotiation,New Business,Outbound,5460,2026-07-17,Facebook,facebook_paid_retargeting,opportunity,open deal,true,3,25
371,daniela.alvarez80@manufacturainc.cl,Daniela,Álvarez,Perú,Lima,Manufactura,280,70822381,Organizational Development Specialist,Technical,final negotiation,New Business,Outbound,6172,2025-01-29,Instagram,instagram_paid_feed,opportunity,open deal,true,1,8
372,gustavo.ruiz12@gmail.com,Gustavo,Ruiz,Argentina,Córdoba,Telecomunicaciones,3423,564259603,Recruiter,IC,prequalified,New Business,Outbound,,,Event,event_conference,marketing qualified lead,open,false,0,
373,camila.castro31@outlook.com,Camila,Castro,España,Valencia,Construcción,266,76899966,Benefits Coordinator,IC,won,New Business,Outbound,8618,2026-01-11,Facebook,facebook_paid_prospecting,customer,open deal,true,6,8
374,sergio.jimenez79@saludsolutions.com.ar,Sergio,Jiménez,Brasil,Rio de Janeiro,Salud,239,48736501,CFO,C-Level / VP,demo,New Business,Outbound,10669,,Instagram,instagram_paid_reels,sales qualified lead,open deal,false,0,
375,matias.vargas6@alimentacionsrl.com.ar,Matías,Vargas,Perú,Chiclayo,Alimentación,3245,171025196,People Operations Coordinator,IC,demo,New Business,Outbound,21778,,Facebook,facebook_paid_lookalike,sales qualified lead,open deal,false,0,
376,fernando.rodriguez29@tecnologiatech.com,Fernando,Rodríguez,España,Bilbao,Tecnología,5621,613294336,HR Assistant,IC,discovery,New Business,Enterprise,,,Instagram,instagram_paid_feed,marketing qualified lead,open,false,0,
377,andrea.aguilar23@finanzassrl.cl,Andrea,Aguilar,México,Monterrey,Finanzas,202,53964684,HR Director,Manager,approaching,New Business,Outbound,,,Event,event_webinar,lead,new,false,0,
378,santiago.jimenez71@logisticatech.co,Santiago,Jiménez,España,Madrid,Logística,938,73243719,COO,C-Level / VP,demo,New Business,Outbound,60463,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,false,0,
379,natalia.vega47@finanzassolutions.cl,Natalia,Vega,México,Monterrey,Finanzas,281,22811559,Director General,C-Level / VP,discovery,New Business,Inbound,,,Event,event_webinar,marketing qualified lead,open,true,2,36
380,lucia.flores2@retailsolutions.cl,Lucía,Flores,Brasil,Belo Horizonte,Retail,225,52739696,Organizational Development Specialist,Technical,lost,New Business,Partnerships,9949,2025-10-13,Referral,referral_organic,lead,unqualified,true,7,41
381,rodrigo.suarez56@retailsolutions.com.ar,Rodrigo,Suárez,México,Guadalajara,Retail,456,30151095,CFO,C-Level / VP,decision maker engaged,New Business,Inbound,21592,2024-12-13,Facebook,facebook_paid_prospecting,sales qualified lead,open deal,true,3,17
382,valeria.jimenez3@logisticasrl.co,Valeria,Jiménez,Perú,Chiclayo,Logística,358,59851745,People Analytics Specialist,Technical,approaching,New Business,Partnerships,,,Referral,referral_organic,lead,new,true,1,31
383,hernan.gutierrez46@finanzascorp.com.ar,Hernán,Gutiérrez,Argentina,Mendoza,Finanzas,3094,713194335,People Manager,Manager,prequalified,New Business,Outbound,,,Organic,organic_seo,marketing qualified lead,open,false,0,
384,florencia.navarro15@telecomunicacionessrl.com,Florencia,Navarro,Argentina,Mendoza,Telecomunicaciones,358,23745551,Payroll Analyst,IC,approaching,New Business,Partnerships,,,Facebook,facebook_paid_prospecting,lead,open,true,2,12
385,carolina.martinez99@construccioncorp.cl,Carolina,Martínez,Chile,La Serena,Construcción,450,24015470,Director General,C-Level / VP,demo,New Business,Partnerships,31783,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,3,33
386,isabella.cruz15@educacioncorp.mx,Isabella,Cruz,Brasil,São Paulo,Educación,982,192373457,Payroll Analyst,IC,decision maker engaged,New Business,Outbound,13957,2026-03-01,Referral,referral_organic,sales qualified lead,open deal,true,6,22
387,maria.romero66@logisticasolutions.mx,María,Romero,Colombia,Cali,Logística,19,4442733,VP of Operations,C-Level / VP,champion engaged,New Business,Outbound,20622,,Event,event_demo_day,sales qualified lead,open deal,true,4,12
388,roberto.ortiz45@construccionsa.cl,Roberto,Ortiz,Brasil,Rio de Janeiro,Construcción,555,190742521,Benefits Coordinator,IC,lost,New Business,Outbound,23832,2025-09-05,Instagram,instagram_paid_feed,lead,unqualified,true,7,38
389,andres.ramos37@manufacturatech.com.ar,Andrés,Ramos,España,Valencia,Manufactura,4420,159750136,Director General,C-Level / VP,pilot,New Business,Enterprise,120943,2024-05-06,LinkedIn,linkedin_paid_retargeting,opportunity,open deal,true,6,25
390,veronica.jimenez19@tecnologiacorp.cl,Verónica,Jiménez,Argentina,Mendoza,Tecnología,802,131540976,HR Consultant,Technical,lost,New Business,Enterprise,44181,2024-06-19,Facebook,facebook_paid_prospecting,lead,bad timing,true,7,22
391,sofia.lopez44@tecnologiacorp.mx,Sofía,López,Perú,Lima,Tecnología,400,23905833,Payroll Manager,Manager,discovery,New Business,Partnerships,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,in progress,false,0,
392,javier.aguilar74@telecomunicacionesinc.com,Javier,Aguilar,Brasil,São Paulo,Telecomunicaciones,45,2657095,Chief People Officer,C-Level / VP,approaching,New Business,Outbound,,,Google,google_paid_performance_max,lead,open,false,0,
393,agustin.herrera2@outlook.com,Agustín,Herrera,España,Bilbao,Alimentación,14,2149360,Talent Acquisition Specialist,IC,lead,New Business,Inbound,,,LinkedIn,linkedin_paid_awareness,lead,open,false,0,
394,alejandro.alvarez44@retailsrl.co,Alejandro,Álvarez,España,Bilbao,Retail,5113,153899492,Training Manager,Manager,demo,New Business,Outbound,38088,,Instagram,instagram_paid_feed,sales qualified lead,open deal,true,2,41
395,isabella.perez48@construccionsrl.cl,Isabella,Pérez,España,Valencia,Construcción,24,2228467,Training Manager,Manager,approaching,New Business,Outbound,,,Facebook,facebook_paid_lookalike,lead,open,false,0,
396,andres.cruz54@manufacturasa.mx,Andrés,Cruz,Chile,Antofagasta,Manufactura,12,943492,HR Generalist,IC,champion engaged,New Business,Partnerships,7784,,Instagram,instagram_paid_stories,sales qualified lead,open deal,true,5,42
397,alejandro.garcia25@gmail.com,Alejandro,García,México,Puebla,Construcción,8964,224222769,Recruiter,IC,demo,New Business,Outbound,29303,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,false,0,
398,isabella.chavez81@saludgroup.cl,Isabella,Chávez,Colombia,Barranquilla,Salud,109,10922034,Co-Founder,C-Level / VP,pilot,New Business,Inbound,39239,2024-02-16,Google,google_paid_display,opportunity,open deal,true,7,24
399,andres.diaz18@construccionsolutions.com.ar,Andrés,Díaz,Brasil,Curitiba,Construcción,345,64805793,HR Business Partner,Manager,approaching,New Business,Inbound,,,Google,google_paid_search,lead,new,false,0,
400,miguel.vargas48@educacionsrl.co,Miguel,Vargas,Perú,Chiclayo,Educación,73,11935966,CEO,C-Level / VP,demo,New Business,Outbound,31213,,Referral,referral_organic,sales qualified lead,open deal,true,3,28
401,jimena.lopez48@logisticagroup.co,Jimena,López,España,Barcelona,Logística,835,60739358,Organizational Development Specialist,Technical,final negotiation,New Business,Enterprise,14365,2024-11-26,Instagram,instagram_paid_feed,opportunity,open deal,true,7,40
402,valeria.sanchez39@tecnologiainc.mx,Valeria,Sánchez,Brasil,Curitiba,Tecnología,981,191329951,Talent Acquisition Specialist,IC,demo,New Business,Enterprise,4452,,Referral,referral_organic,sales qualified lead,open deal,false,0,
403,claudia.cabrera19@logisticatech.com.ar,Claudia,Cabrera,México,Guadalajara,Logística,428,51846000,HRIS Specialist,Technical,lost,New Business,Outbound,11763,2025-12-26,Event,event_demo_day,lead,bad timing,true,8,39
404,natalia.suarez28@saludsolutions.com.ar,Natalia,Suárez,Colombia,Cartagena,Salud,7835,325803310,HR Consultant,Technical,discovery,New Business,Enterprise,,,LinkedIn,linkedin_paid_conversion,marketing qualified lead,in progress,true,3,30
405,patricia.gomez17@gmail.com,Patricia,Gómez,España,Valencia,Salud,855,97755754,People Manager,Manager,champion engaged,New Business,Outbound,20116,,Instagram,instagram_paid_reels,sales qualified lead,open deal,true,1,31
406,santiago.ramos78@outlook.com,Santiago,Ramos,México,Ciudad de México,Construcción,5632,856019735,HR Systems Architect,Technical,prequalified,New Business,Outbound,,,Organic,organic_seo,marketing qualified lead,open,true,1,15
407,rodrigo.navarro19@educacioncorp.cl,Rodrigo,Navarro,España,Bilbao,Educación,101,16023172,HR Systems Architect,Technical,won,New Business,Partnerships,9505,2024-09-28,Facebook,facebook_paid_lookalike,customer,open deal,true,6,18
408,rodrigo.cabrera89@outlook.com,Rodrigo,Cabrera,Colombia,Medellín,Logística,4427,495598449,Payroll Analyst,IC,prequalified,New Business,Enterprise,,,Facebook,facebook_paid_prospecting,marketing qualified lead,in progress,false,0,
409,valentina.morales59@alimentacionsa.com.ar,Valentina,Morales,Brasil,Rio de Janeiro,Alimentación,7965,649935108,Co-Founder,C-Level / VP,demo,New Business,Enterprise,75393,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,false,0,
410,gabriela.romero67@manufacturasrl.cl,Gabriela,Romero,Argentina,Rosario,Manufactura,347,10950464,CTO,C-Level / VP,champion engaged,New Business,Outbound,19376,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,5,35
411,rafael.martinez2@saludtech.com,Rafael,Martínez,Colombia,Bogotá,Salud,347,57242381,Organizational Development Specialist,Technical,lost,New Business,Inbound,10035,2024-01-10,Referral,referral_organic,lead,unqualified,true,8,36
412,elena.herrera27@tecnologiatech.co,Elena,Herrera,Colombia,Medellín,Tecnología,185,14111151,Recruiter,IC,approaching,New Business,Inbound,,,Facebook,facebook_paid_prospecting,lead,new,true,2,41
413,valentina.mendoza81@educacionsolutions.co,Valentina,Mendoza,Argentina,Córdoba,Educación,72,4495002,Workforce Manager,Manager,final negotiation,New Business,Outbound,6658,2025-07-10,LinkedIn,linkedin_paid_awareness,opportunity,open deal,true,6,44
414,isabella.mendoza18@construcciongroup.com.ar,Isabella,Mendoza,Chile,Antofagasta,Construcción,541,60830201,HR Generalist,IC,demo,New Business,Outbound,9449,,Facebook,facebook_paid_retargeting,sales qualified lead,open deal,true,3,41
415,claudia.gonzalez82@manufacturasrl.mx,Claudia,González,Brasil,São Paulo,Manufactura,167,17723150,People Operations Manager,Manager,discovery,New Business,Inbound,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,in progress,false,0,
